# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x0811429C	thumb	LoadEvent_TookHeldItem
0x081142E4	thumb	RecordEvent_SwappedHeldItem
0x08114310	thumb	RecordEvent_SwappedHeldItemFromBag
0x08114324	thumb	LoadEvent_SwappedHeldItem
0x08114380	thumb	RecordEvent_SwappedHeldItemFromPC
0x08114394	thumb	LoadEvent_SwappedHeldItemFromPC
0x081143F0	thumb	RecordEvent_UsedPkmnCenter
0x0811443C	thumb	LoadEvent_UsedPkmnCenter
0x0811445C	thumb	RecordEvent_LinkTraded
0x0811448C	thumb	LoadEvent_LinkTraded
0x081144EC	thumb	RecordEvent_LinkBattledSingle
0x08114518	thumb	LoadEvent_LinkBattledSingle
0x08114578	thumb	RecordEvent_LinkBattledDouble
0x081145A4	thumb	LoadEvent_LinkBattledDouble
0x08114604	thumb	RecordEvent_LinkBattledMulti
0x0811464C	thumb	LoadEvent_LinkBattledMulti
0x08114710	thumb	RecordEvent_UsedUnionRoom
0x08114724	thumb	LoadEvent_UsedUnionRoom
0x08114744	thumb	RecordEvent_UsedUnionRoomChat
0x08114758	thumb	LoadEvent_UsedUnionRoomChat
0x08114778	thumb	RecordEvent_LinkTradedUnionRoom
0x081147A8	thumb	LoadEvent_LinkTradedUnionRoom
0x08114808	thumb	RecordEvent_LinkBattledUnionRoom
0x08114834	thumb	LoadEvent_LinkBattledUnionRoom
0x0811488C	thumb	RecordEvent_SwitchedMonsBetweenBoxes
0x081148BC	thumb	LoadEvent_SwitchedMonsBetweenBoxes
0x08114918	thumb	RecordEvent_SwitchedMonsWithinBox
0x08114944	thumb	LoadEvent_SwitchedMonsWithinBox
0x08114990	thumb	RecordEvent_SwitchedPartyMonForPCMon
0x081149D0	thumb	LoadEvent_SwitchedPartyMonForPCMon
0x08114A1C	thumb	RecordEvent_MovedMonBetweenBoxes
0x08114A4C	thumb	LoadEvent_MovedMonBetweenBoxes
0x08114AA0	thumb	RecordEvent_MovedMonWithinBox
0x08114AC8	thumb	LoadEvent_MovedMonWithinBox
0x08114B0C	thumb	RecordEvent_WithdrewMonFromPC
0x08114B34	thumb	LoadEvent_WithdrewMonFromPC
0x08114B78	thumb	RecordEvent_DepositedMonInPC
0x08114BA0	thumb	LoadEvent_DepositedMonInPC
0x08114BE4	thumb	RecordEvent_SwitchedMultipleMons
0x08114C0C	thumb	LoadEvent_SwitchedMultipleMons
0x08114C68	thumb	RecordEvent_DepositedItemInPC
0x08114C8C	thumb	LoadEvent_DepositedItemInPC
0x08114CC0	thumb	RecordEvent_WithdrewItemFromPC
0x08114CE4	thumb	LoadEvent_WithdrewItemFromPC
0x08114D18	thumb	RecordEvent_DefeatedTrainer
0x08114D4C	thumb	RecordEvent_DefeatedGymLeader
0x08114D68	thumb	LoadEvent_DefeatedGymLeader
0x08114DE8	thumb	RecordEvent_DefeatedWildMon
0x08114E68	thumb	LoadEvent_DefeatedWildMon
0x08114FBC	thumb	IsSpeciesFromSpecialEncounter
0x08114FF0	thumb	RecordEvent_DefeatedEliteFourMember
0x0811500C	thumb	LoadEvent_DefeatedEliteFourMember
0x08115078	thumb	RecordEvent_DefeatedChampion
0x081150CC	thumb	LoadEvent_DefeatedChampion
0x081151C0	thumb	RecordEvent_DefeatedNormalTrainer
0x081151DC	thumb	LoadEvent_DefeatedTrainer
0x08115280	thumb	RecordEvent_DepartedLocation
0x081152BC	thumb	LoadEvent_DepartedLocation
0x0811539C	thumb	SetQLPlayedTheSlots
0x081153A8	thumb	ShouldRegisterEvent_HandleDeparted
0x081153E4	thumb	ShouldRegisterEvent_DepartedGameCorner
0x08115410	thumb	RecordEvent_UsedFieldMove
0x08115460	thumb	LoadEvent_UsedFieldMove
0x081154DC	thumb	RecordEvent_BoughtItem
0x08115518	thumb	LoadEvent_BoughtItem
0x081155A4	thumb	RecordEvent_SoldItem
0x081155E0	thumb	LoadEvent_SoldItem
0x081156D8	thumb	RecordEvent_ObtainedStoryItem
0x08115700	thumb	LoadEvent_ObtainedStoryItem
0x08115748	thumb	QuestLog_RecordEnteredMap
0x08115798	thumb	SetQuestLogEvent_Arrived
0x081157DC	thumb	RecordEvent_ArrivedInLocation
0x08115800	thumb	LoadEvent_ArrivedInLocation
0x08115834	thumb	TranslateLinkPartnersName
0x0811586C	thumb	PrintNumPlayersWaitingForMsg
0x08115924	thumb	PrintPlayerNameAndIdOnWindow
0x0811599C	thumb	GetAwaitingCommunicationText
0x08115A24	thumb	TryBecomeLinkLeader
0x08115A68	thumb	Task_TryBecomeLinkLeader
0x081161E4	thumb	Leader_DestroyResources
0x08116244	thumb	Leader_GetAcceptNewMemberPrompt
0x081162E0	thumb	GetYouDeclinedTheOfferMessage
0x0811631C	thumb	GetYouAskedToJoinGroupPleaseWaitMessage
0x081163B0	thumb	GetGroupLeaderSentAnOKMessage
0x08116444	thumb	Leader_SetStateIfMemberListChanged
0x081164C8	thumb	ItemPrintFunc_PossibleGroupMembers
0x08116524	thumb	LeaderUpdateGroupMembership
0x081165E8	thumb	LeaderPrunePlayerList
0x081166F4	thumb	TryJoinLinkGroup
0x08116738	thumb	Task_TryJoinLinkGroup
0x08116D10	thumb	IsTryingToTradeAcrossVersionTooSoon
0x08116D60	thumb	AskToJoinRfuGroup
0x08116DE0	thumb	CreateTask_ListenToWireless
0x08116E1C	thumb	Task_ListenToWireless
0x08116F28	thumb	IsPartnerActivityAcceptable
0x08116F5C	thumb	GetGroupListTextColor
0x08116F94	thumb	ListMenuItemPrintFunc_UnionRoomGroups
0x08116FE4	thumb	GetNewLeaderCandidate
0x08117100	thumb	Task_CreateTradeMenu
0x08117118	thumb	CreateTask_CreateTradeMenu
0x08117130	thumb	Task_StartUnionRoomTrade
0x08117280	thumb	Task_ExchangeCards
0x08117354	thumb	CB2_ShowCard
0x081173C0	thumb	StartUnionRoomBattle
0x08117440	thumb	WarpForWirelessMinigame
0x081174B4	thumb	WarpForCableClubActivity
0x08117534	thumb	CB2_TransitionToCableClub
0x08117594	thumb	CreateTrainerCardInBuffer
0x081175BC	thumb	Task_StartActivity
0x08117900	thumb	Task_RunScriptAndFadeToActivity
0x08117990	thumb	CreateTask_RunScriptAndFadeToActivity
0x081179A4	thumb	CreateTask_StartActivity
0x081179CC	thumb	CreateTask_SendMysteryGift
0x08117A0C	thumb	Task_SendMysteryGift
0x08117ED4	thumb	CreateTask_LinkMysteryGiftWithFriend
0x08117F20	thumb	Task_CardOrNewsWithFriend
0x08118290	thumb	CreateTask_LinkMysteryGiftOverWireless
0x081182DC	thumb	Task_CardOrNewsOverWireless
0x0811860C	thumb	RunUnionRoom
0x08118658	thumb	ReadAsU16
0x08118664	thumb	ScheduleFieldMessageWithFollowupState
0x0811868C	thumb	ScheduleFieldMessageAndExit
0x081186B0	thumb	CopyPlayerListToBuffer
0x081186C8	thumb	CopyPlayerListFromBuffer
0x081186E0	thumb	Task_RunUnionRoom
0x081198EC	thumb	SetUsingUnionRoomStartMenu
0x08119904	thumb	ReceiveUnionRoomActivityPacket
0x08119944	thumb	HandleContactFromOtherPlayer
0x0811999C	thumb	InitUnionRoom
0x081199FC	thumb	Task_InitUnionRoom
0x08119B68	thumb	BufferUnionRoomPlayerName
0x08119B94	thumb	HandlePlayerListUpdate
0x08119D34	thumb	Task_SearchForChildOrParent
0x08119E84	thumb	CreateTask_SearchForChildOrParent
0x08119EB8	thumb	Task_ListenForCompatiblePartners
0x08119FB0	thumb	HasWonderCardOrNewsByLinkGroup
0x08119FD8	thumb	Task_ListenForWonderDistributor
0x0811A054	thumb	CreateTask_ListenForCompatiblePartners
0x0811A084	thumb	CreateTask_ListenForWonderDistributor
0x0811A0B4	thumb	UR_PrintFieldMessage
0x0811A0E0	thumb	UR_RunTextPrinters
0x0811A0F8	thumb	PrintOnTextbox
0x0811A14C	thumb	UnionRoomHandleYesNo
0x0811A1AC	thumb	CreateTradeBoardWindow
0x0811A1FC	thumb	DeleteTradeBoardWindow
0x0811A218	thumb	ListMenuHandler_AllItemsAvailable
0x0811A2EC	thumb	TradeBoardMenuHandler
0x0811A3F8	thumb	UR_ClearBg0
0x0811A41C	thumb	JoinGroup_EnableScriptContexts
0x0811A444	thumb	PrintUnionRoomText
0x0811A5E4	thumb	ClearRfuPlayerList
0x0811A650	thumb	ClearIncomingPlayerList
0x0811A694	thumb	ArePlayersDifferent
0x0811A6DC	thumb	ArePlayerDataDifferent
0x0811A748	thumb	GetNewIncomingPlayerId
0x0811A798	thumb	TryAddIncomingPlayerToList
0x0811A81C	thumb	PrintGroupMemberOnWindow
0x0811A910	thumb	PrintGroupCandidateOnWindow
0x0811A9B8	thumb	IsPlayerFacingTradingBoard
0x0811A9FC	thumb	GetResponseIdx_InviteToURoomActivity
0x0811AA24	thumb	ConvPartnerUnameAndGetWhetherMetAlready
0x0811AA5C	thumb	UnionRoomGetPlayerInteractionResponse
0x0811ABE0	thumb	ItemPrintFunc_Unused
0x0811ABE4	thumb	TradeBoardPrintItemInfo
0x0811ACA4	thumb	TradeBoardListMenuItemPrintFunc
0x0811AD7C	thumb	GetIndexOfNthTradeBoardOffer
0x0811ADC4	thumb	GetUnionRoomPlayerGender
0x0811ADD0	thumb	IsRequestedTradeInPlayerParty
0x0811AE68	thumb	GetURoomActivityRejectMsg
0x0811AECC	thumb	GetURoomActivityStartMsg
0x0811AF6C	thumb	GetChatLeaderActionRequestMessage
0x0811B0A4	thumb	PollPartnerYesNoResponse
0x0811B0D0	thumb	InUnionRoom
0x0811B0F0	thumb	HasAtLeastTwoMonsOfLevel30OrLower
0x0811B148	thumb	ResetUnionRoomTrade
0x0811B15C	thumb	Script_ResetUnionRoomTrade
0x0811B16C	thumb	RegisterTradeMonAndGetIsEgg
0x0811B1B4	thumb	RegisterTradeMon
0x0811B1EC	thumb	GetPartyPositionOfRegisteredMon
0x0811B258	thumb	HandleCancelActivity
0x0811B298	thumb	StartScriptInteraction
0x0811B2A8	thumb	GetLinkPlayerInfoFlags
0x0811B2D8	thumb	GetActivePartnersInfo
0x0811B31C	thumb	ViewURoomPartnerTrainerCard
0x0811B504	thumb	IsPlayerStandingStill
0x0811B524	thumb	GetUnionRoomPlayerGraphicsId
0x0811B53C	thumb	GetUnionRoomPlayerCoords
0x0811B58C	thumb	IsUnionRoomPlayerAt
0x0811B5DC	thumb	IsUnionRoomPlayerHidden
0x0811B5F0	thumb	HideUnionRoomPlayer
0x0811B600	thumb	ShowUnionRoomPlayer
0x0811B610	thumb	SetUnionRoomPlayerGfx
0x0811B62C	thumb	CreateUnionRoomPlayerObjectEvent
0x0811B64C	thumb	RemoveUnionRoomPlayerObjectEvent
0x0811B66C	thumb	SetUnionRoomPlayerEnterExitMovement
0x0811B6E8	thumb	TryReleaseUnionRoomPlayerObjectEvent
0x0811B754	thumb	InitUnionRoomPlayerObjects
0x0811B7A8	thumb	AnimateUnionRoomPlayerDespawn
0x0811B804	thumb	AnimateUnionRoomPlayerSpawn
0x0811B8BC	thumb	SpawnGroupLeader
0x0811B90C	thumb	DespawnGroupLeader
0x0811B94C	thumb	AnimateUnionRoomPlayer
0x0811B9D8	thumb	Task_AnimateUnionRoomPlayers
0x0811BA18	thumb	CreateTask_AnimateUnionRoomPlayers
0x0811BA5C	thumb	DestroyTask_AnimateUnionRoomPlayers
0x0811BA78	thumb	DestroyUnionRoomPlayerObjects
0x0811BAAC	thumb	CreateUnionRoomPlayerSprites
0x0811BB40	thumb	DestroyUnionRoomPlayerSprites
0x0811BB68	thumb	MakeGroupAssemblyAreasPassable
0x0811BBA0	thumb	GetNewFacingDirectionForUnionRoomPlayer
0x0811BBC8	thumb	IsUnionRoomPlayerInvisible
0x0811BBE0	thumb	SpawnGroupMember
0x0811BC68	thumb	DespawnGroupMember
0x0811BCA0	thumb	AssembleGroup
0x0811BDA8	thumb	SpawnGroupLeaderAndMembers
0x0811BE6C	thumb	DespawnGroupLeaderAndMembers
0x0811BE8C	thumb	UpdateUnionRoomPlayerSprites
0x0811BECC	thumb	ScheduleUnionRoomPlayerRefresh
0x0811BEDC	thumb	HandleUnionRoomPlayerRefresh
0x0811BF00	thumb	TryInteractWithUnionRoomMember
0x0811C008	thumb	SetUnionRoomObjectFacingDirection
0x0811C028	thumb	UpdateUnionRoomMemberFacing
0x0811C04C	thumb	SetUpPartiesAndStartBattle
0x0811C0E0	thumb	UnionRoomBattle_CreateTextPrinter
0x0811C150	thumb	UnionRoomBattle_PrintTextOnWindow0
0x0811C1B4	thumb	VBlankCB_UnionRoomBattle
0x0811C1C8	thumb	CB2_UnionRoomBattle
0x0811C540	thumb	StartUseItemAnim_Normal
0x0811C568	thumb	StartUseItemAnim_ForgetMoveAndLearnTMorHM
0x0811C5AC	thumb	StartUseItemAnim_CantEvolve
0x0811C5D4	thumb	AllocPSA
0x0811C6E8	thumb	VBlankCB_PSA
0x0811C6FC	thumb	CB2_PSA
0x0811C718	thumb	SetUseItemAnimCallback
0x0811C748	thumb	SetUpUseItemAnim_Normal
0x0811C7BC	thumb	SetUpUseItemAnim_ForgetMoveAndLearnTMorHM
0x0811C7FC	thumb	SetUpUseItemAnim_CantEvolve
0x0811C834	thumb	Task_UseItem_Normal
0x0811CA20	thumb	Task_ForgetMove
0x0811CBE4	thumb	Task_EvoStone_CantEvolve
0x0811CD68	thumb	Task_UseTM_NoForget
0x0811CE4C	thumb	Task_MachineSet
0x0811CF88	thumb	Task_CleanUp
0x0811D018	thumb	GetAnimTypeByItemId
0x0811D058	thumb	GetClosenessFromFriendship
0x0811D080	thumb	GetPSAStruct
0x0811D094	thumb	PSA_GetPokemon
0x0811D0A8	thumb	PSA_GetSceneWork
0x0811D0B4	thumb	PSA_GetItemId
0x0811D0C4	thumb	PSA_GetNameOfMoveForgotten
0x0811D0D0	thumb	PSA_GetNameOfMoveToTeach
0x0811D0DC	thumb	PSA_CopyMonNickname
0x0811D0F4	thumb	PSA_GetMonNickname
0x0811D100	thumb	PSA_GetAnimType
0x0811D110	thumb	PSA_GetMonSpecies
0x0811D120	thumb	PSA_GetMonPersonality
0x0811D130	thumb	GetMonLevelUpWindowStats
0x0811D178	thumb	PSA_IsCancelDisabled
0x0811D184	thumb	InitPokemonSpecialAnimScene
0x0811D280	thumb	PokemonSpecialAnimSceneInitIsNotFinished
0x0811D29C	thumb	PSA_FreeWindowBuffers
0x0811D2A8	thumb	PSA_ShowMessageWindow
0x0811D2D0	thumb	PSA_HideMessageWindow
0x0811D2EC	thumb	PSA_PrintMessage
0x0811D4D4	thumb	PSA_AfterPoof_ClearMessageWindow
0x0811D4EC	thumb	PSA_IsMessagePrintTaskActive
0x0811D4FC	thumb	PSA_DarkenMonSprite
0x0811D530	thumb	PSA_RunPoofAnim
0x0811D5A0	thumb	PSA_UseTM_SetUpZoomOutAnim
0x0811D5B0	thumb	PSA_UseTM_CleanUpForCancel
0x0811D5C0	thumb	PSA_UseTM_RunZoomOutAnim
0x0811D6EC	thumb	PSA_UseTM_SetUpMachineSetWobble
0x0811D6FC	thumb	PSA_UseTM_RunMachineSetWobble
0x0811D734	thumb	PSA_CreateLevelUpVerticalSpritesTask
0x0811D754	thumb	PSA_LevelUpVerticalSpritesTaskIsRunning
0x0811D764	thumb	PSA_DrawLevelUpWindowPg1
0x0811D7A0	thumb	PSA_DrawLevelUpWindowPg2
0x0811D7C4	thumb	PSA_IsCopyingLevelUpWindowToVram
0x0811D7D4	thumb	LoadBgGfxByAnimType
0x0811D830	thumb	PSA_CreateMonSpriteAtCloseness
0x0811D948	thumb	PSA_SetUpZoomAnim
0x0811D9A8	thumb	PSA_IsZoomTaskActive
0x0811D9BC	thumb	Task_ZoomAnim
0x0811DA9C	thumb	SetSpriteWithCloseness
0x0811DAAC	thumb	IsZoomSpriteCBActive
0x0811DAC0	thumb	GetSpriteOffsetByScale
0x0811DADC	thumb	GetYPosByScale
0x0811DB14	thumb	MonSpriteZoom_UpdateYPos
0x0811DB48	thumb	ItemSpriteZoom_UpdateYPos
0x0811DB7C	thumb	StartMonWiggleAnim
0x0811DBA8	thumb	StopMonWiggleAnim
0x0811DBBC	thumb	SpriteCallback_MonSpriteWiggle
0x0811DC14	thumb	LoadMonSpriteGraphics
0x0811DC54	thumb	PSA_SetUpItemUseOnMonAnim
0x0811DCE8	thumb	GetBlendColorByItemId
0x0811DCF0	thumb	CreateItemIconSpriteAtMaxCloseness
0x0811DD20	thumb	PSA_CreateItemIconObject
0x0811DD90	thumb	PSA_IsItemUseOnMonAnimActive
0x0811DDA4	thumb	Task_ItemUseOnMonAnim
0x0811DF14	thumb	CreateSprites_UseItem_OutwardSpiralDots
0x0811DFC0	thumb	SpriteCB_OutwardSpiralDots
0x0811E040	thumb	PSA_UseItem_CleanUpForCancel
0x0811E06C	thumb	InitItemIconSpriteState
0x0811E10C	thumb	MachineSetWobbleInit
0x0811E128	thumb	MachineSetWobble_SetCB
0x0811E138	thumb	MachineSetWobbleCBIsRunning
0x0811E154	thumb	SpriteCB_MachineSetWobble
0x0811E194	thumb	StartZoomOutAnimForUseTM
0x0811E204	thumb	CreateStarSprites
0x0811E2F4	thumb	AnyStarSpritesActive
0x0811E300	thumb	SpriteCB_Star
0x0811E348	thumb	PSAScene_SeedRandomInTask
0x0811E388	thumb	StopMakingOutwardSpiralDots
0x0811E3B4	thumb	Task_UseItem_OutwardSpiralDots
0x0811E4EC	thumb	PSAScene_RandomFromTask
0x0811E520	thumb	SpriteCallback_UseItem_OutwardSpiralDots
0x0811E588	thumb	LoadOutwardSpiralDotsGfx
0x0811E5A4	thumb	IsOutwardSpiralDotsTaskRunning
0x0811E5B8	thumb	CreateLevelUpVerticalSpritesTask
0x0811E680	thumb	LevelUpVerticalSpritesTaskIsRunning
0x0811E694	thumb	Task_LevelUpVerticalSprites
0x0811E710	thumb	CreateLevelUpVerticalSprite
0x0811E7B4	thumb	SpriteCB_LevelUpVertical
0x0811E7F0	thumb	DrawLevelUpWindowPg1
0x0811E93C	thumb	DrawLevelUpWindowPg2
0x0811EA44	thumb	InitPartyMenu
0x0811EBA0	thumb	CB2_UpdatePartyMenu
0x0811EBBC	thumb	VBlankCB_PartyMenu
0x0811EBD0	thumb	CB2_InitPartyMenu
0x0811EBFC	thumb	ShowPartyMenu
0x0811EE38	thumb	ExitPartyMenu
0x0811EE74	thumb	Task_ExitPartyMenu
0x0811EEA8	thumb	ResetPartyMenu
0x0811EECC	thumb	AllocPartyMenuBg
0x0811EF44	thumb	AllocPartyMenuBgGfx
0x0811F03C	thumb	PartyPaletteBufferCopy
0x0811F070	thumb	FreePartyPointers
0x0811F0BC	thumb	InitPartyMenuBoxes
0x0811F124	thumb	RenderPartyMenuBox
0x0811F234	thumb	DisplayPartyPokemonData
0x0811F2FC	thumb	DisplayPartyPokemonDescriptionData
0x0811F388	thumb	DisplayPartyPokemonDataForChooseMultiple
0x0811F404	thumb	DisplayPartyPokemonDataForWirelessMinigame
0x0811F430	thumb	DisplayPartyPokemonDataForMoveTutorOrEvolutionItem
0x0811F4D0	thumb	DisplayPartyPokemonDataToTeachMove
0x0811F528	thumb	DisplayPartyPokemonDataForMultiBattle
0x0811F5EC	thumb	RenderPartyMenuBoxes
0x0811F620	thumb	GetPartyMenuBgTile
0x0811F634	thumb	CreatePartyMonSprites
0x0811F740	thumb	CreatePartyMonSpritesLoop
0x0811F774	thumb	CreateCancelConfirmPokeballSprites
0x0811F818	thumb	AnimatePartySlot
0x0811F944	thumb	GetPartyBoxPaletteFlags
0x0811F9DC	thumb	DrawCancelConfirmButtons
0x0811FA20	thumb	IsMultiBattle
0x0811FA40	thumb	SwapPartyPokemon
0x0811FA78	thumb	Task_ClosePartyMenu
0x0811FAB4	thumb	Task_ClosePartyMenuAndSetCB2
0x0811FB0C	thumb	GetCursorSelectionMonId
0x0811FB18	thumb	GetPartyMenuType
0x0811FB28	thumb	Task_HandleChooseMonInput
0x0811FBA4	thumb	GetCurrentPartySlotPtr
0x0811FBC4	thumb	HandleChooseMonSelection
0x0811FD5C	thumb	IsSelectedMonNotEgg
0x0811FD88	thumb	HandleChooseMonCancel
0x0811FE24	thumb	DisplayCancelChooseMonYesNo
0x0811FE70	thumb	Task_CancelChooseMonYesNo
0x0811FEA4	thumb	Task_HandleCancelChooseMonYesNoInput
0x0811FEFC	thumb	PartyMenuButtonHandler
0x0811FF94	thumb	UpdateCurrentPartySelection
0x0811FFF0	thumb	UpdatePartySelectionSingleLayout
0x081200F8	thumb	UpdatePartySelectionDoubleLayout
0x0812029C	thumb	GetNewSlotDoubleLayout
0x081202E0	thumb	GetMonNickname
0x081202F8	thumb	DisplayPartyMenuMessage
0x08120328	thumb	Task_PrintAndWaitForText
0x08120370	thumb	IsPartyMenuTextPrinterActive
0x08120384	thumb	Task_WaitForLinkAndReturnToChooseMon
0x081203B8	thumb	Task_ReturnToChooseMonAfterText
0x08120420	thumb	DisplayGaveHeldItemMessage
0x081204AC	thumb	DisplayTookHeldItemMessage
0x0812050C	thumb	DisplayAlreadyHoldingItemSwitchMessage
0x08120558	thumb	DisplaySwitchedHeldItemMessage
0x081205C8	thumb	GiveItemToMon
0x08120610	thumb	TryTakeMonItem
0x08120658	thumb	BufferBagFullCantTakeItemMessage
0x081206A8	thumb	Task_PartyMenuModifyHP
0x08120760	thumb	PartyMenuModifyHP
0x081207F0	thumb	ResetHPTaskData
0x0812085C	thumb	GetAilmentFromStatus
0x081208A4	thumb	GetMonAilment
0x081208E4	thumb	SetPartyMonsAllowedInMinigame
0x0812097C	thumb	IsMonAllowedInPokemonJump
0x081209AC	thumb	IsMonAllowedInDodrioBerryPicking
0x081209D4	thumb	IsMonAllowedInMinigame
0x081209F4	thumb	TryEnterMonForMinigame
0x08120A58	thumb	CancelParticipationPrompt
0x08120A90	thumb	Task_CancelParticipationYesNo
0x08120AC4	thumb	Task_HandleCancelParticipationYesNoInput
0x08120B20	thumb	CanMonLearnTMTutor
0x08120BA8	thumb	GetTutorMove
0x08120BE8	thumb	CanLearnTutorMove
0x08120C3C	thumb	Task_FirstBattleEnterParty_WaitFadeIn
0x08120C6C	thumb	Task_FirstBattleEnterParty_DarkenScreen
0x08120CA8	thumb	Task_FirstBattleEnterParty_WaitDarken
0x08120CD8	thumb	Task_FirstBattleEnterParty_CreatePrinter
0x08120D08	thumb	Task_FirstBattleEnterParty_RunPrinterMsg1
0x08120D40	thumb	Task_FirstBattleEnterParty_LightenFirstMonIcon
0x08120D7C	thumb	Task_FirstBattleEnterParty_WaitLightenFirstMonIcon
0x08120DAC	thumb	Task_FirstBattleEnterParty_StartPrintMsg2
0x08120DE0	thumb	Task_FirstBattleEnterParty_RunPrinterMsg2
0x08120E1C	thumb	Task_FirstBattleEnterParty_FadeNormal
0x08120E58	thumb	Task_FirstBattleEnterParty_WaitFadeNormal
0x08120EBC	thumb	Task_PartyMenu_Pokedude
0x08120EE0	thumb	Task_PartyMenu_PokedudeStep
0x08120F78	thumb	PartyMenuPokedudeIsCancelled
0x08120FB0	thumb	PartyMenuHandlePokedudeCancel
0x08120FCC	thumb	Task_PartyMenuFromBag_Pokedude
0x08120FF0	thumb	Task_PartyMenuFromBag_PokedudeStep
0x08121060	thumb	InitPartyMenuWindows
0x081210F8	thumb	CreateCancelConfirmWindows
0x08121248	thumb	GetPartyMenuPalBufferPtr
0x0812125C	thumb	BlitBitmapToPartyWindow
0x0812133C	thumb	BlitBitmapToPartyWindow_LeftColumn
0x081213A0	thumb	BlitBitmapToPartyWindow_RightColumn
0x08121404	thumb	DrawEmptySlot
0x0812142C	thumb	LoadPartyBoxPalette
0x08121704	thumb	DisplayPartyPokemonBarDetail
0x08121738	thumb	DisplayPartyPokemonNickname
0x08121790	thumb	DisplayPartyPokemonLevelCheck
0x08121808	thumb	DisplayPartyPokemonLevel
0x08121854	thumb	DisplayPartyPokemonGenderNidoranCheck
0x081218BC	thumb	DisplayPartyPokemonGender
0x0812199C	thumb	DisplayPartyPokemonHPCheck
0x08121A04	thumb	DisplayPartyPokemonHP
0x08121A3C	thumb	DisplayPartyPokemonMaxHPCheck
0x08121AA4	thumb	DisplayPartyPokemonMaxHP
0x08121AF0	thumb	DisplayPartyPokemonHPBarCheck
0x08121B2C	thumb	DisplayPartyPokemonHPBar
0x08121C70	thumb	DisplayPartyPokemonDescriptionText
0x08121CE4	thumb	PartyMenuRemoveWindow
0x08121D0C	thumb	DisplayPartyMenuStdMessage
0x08121DF8	thumb	ShouldUseChooseMonText
0x08121E5C	thumb	DisplaySelectionWindow
0x08121FC0	thumb	PartyMenuPrintText
0x0812200C	thumb	PartyMenuDisplayYesNoMenu
0x08122034	thumb	CreateLevelUpStatsWindow
0x08122064	thumb	RemoveLevelUpStatsWindow
0x08122084	thumb	PartyMenu_Oak_PrintText
0x081220D4	thumb	FirstBattleEnterParty_CreateWindowAndMsg1Printer
0x08122110	thumb	FirstBattleEnterParty_DestroyVoiceoverWindow
0x08122138	thumb	ToggleFieldMoveDescriptionWindow
0x081221D4	thumb	CreatePartyMonIconSprite
0x0812224C	thumb	CreatePartyMonIconSpriteParameterized
0x081222AC	thumb	UpdateHPBar
0x08122358	thumb	UpdatePartyMonHPBar
0x0812238C	thumb	AnimateSelectedPartyIcon
0x081223FC	thumb	SpriteCB_BouncePartyMonIcon
0x08122428	thumb	SpriteCB_UpdatePartyMonIcon
0x08122434	thumb	CreatePartyMonHeldItemSprite
0x08122468	thumb	CreatePartyMonHeldItemSpriteParameterized
0x081224B4	thumb	UpdatePartyMonHeldItemSprite
0x081224D0	thumb	ShowOrHideHeldItemSprite
0x08122550	thumb	LoadHeldItemIcons
0x0812256C	thumb	DrawHeldItemIconsForTrade
0x08122610	thumb	CreateHeldItemSpriteForTrade
0x08122694	thumb	SpriteCB_HeldItem
0x081226EC	thumb	CreatePartyMonPokeballSprite
0x08122714	thumb	CreatePartyMonPokeballSpriteParameterized
0x08122754	thumb	CreatePokeballButtonSprite
0x08122794	thumb	CreateSmallPokeballButtonSprite
0x081227B8	thumb	PartyMenuStartSpriteAnim
0x081227DC	thumb	SpriteCB_BounceConfirmCancelButton
0x08122860	thumb	LoadPartyMenuPokeballGfx
0x08122884	thumb	CreatePartyMonStatusSprite
0x081228B8	thumb	CreatePartyMonStatusSpriteParameterized
0x08122904	thumb	SetPartyMonAilmentGfx
0x0812291C	thumb	UpdatePartyMonAilmentGfx
0x08122980	thumb	LoadPartyMenuAilmentGfx
0x0812299C	thumb	SetPartyMonSelectionActions
0x081229FC	thumb	SetPartyMonFieldSelectionActions
0x08122B20	thumb	GetPartyMenuActionsType
0x08122BD4	thumb	CreateSelectionWindow
0x08122C30	thumb	Task_TryCreateSelectionWindow
0x08122C5C	thumb	Task_HandleSelectionMenuInput
0x08122D4C	thumb	CursorCB_Summary
0x08122D78	thumb	CB2_ShowPokemonSummaryScreen
0x08122DBC	thumb	CB2_ReturnToPartyMenuFromSummaryScreen
0x08122E00	thumb	CursorCB_Switch
0x08122E5C	thumb	SwitchSelectedMons
0x08123000	thumb	TryMovePartySlot
0x08123068	thumb	MoveAndBufferPartySlot
0x08123134	thumb	MovePartyMenuBoxSprites
0x08123188	thumb	SlidePartyMenuBoxSpritesOneStep
0x081231E8	thumb	SlidePartyMenuBoxOneStep
0x08123270	thumb	Task_SlideSelectedSlotsOffscreen
0x08123388	thumb	Task_SlideSelectedSlotsOnscreen
0x08123420	thumb	SwitchMenuBoxSprites
0x081234EC	thumb	SwitchPartyMon
0x0812358C	thumb	SetSwitchedPartyOrderQuestLogEvent
0x081235E8	thumb	FinishTwoMonAction
0x08123640	thumb	CursorCB_Cancel1
0x081236A0	thumb	CursorCB_Item
0x08123704	thumb	CursorCB_Give
0x08123730	thumb	CB2_SelectBagItemToGive
